epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.10298,0.56284,0.75558,0.98349,0.98966,1,0.995,0.89727,0.48379,1.27096,0.86444,0,0,0
2,6.28301,0.60049,0.90525,1.02715,0.99146,1,0.995,0.89647,0.46407,1.22411,0.85477,1.63399e-05,1.63399e-05,1.63399e-05
3,9.32153,0.47286,0.71657,0.93459,0.99341,1,0.995,0.91644,0.4423,1.16091,0.84627,3.20197e-05,3.20197e-05,3.20197e-05
4,12.3172,0.5842,0.79703,0.98219,0.99357,1,0.995,0.92775,0.42046,1.08206,0.83691,4.70394e-05,4.70394e-05,4.70394e-05
5,15.3818,0.47499,0.69671,0.92395,0.99439,1,0.995,0.90926,0.43891,1.00594,0.84232,6.13989e-05,6.13989e-05,6.13989e-05
6,18.3687,0.47297,0.74181,0.95326,0.9941,1,0.995,0.90209,0.46833,0.95799,0.85741,7.50984e-05,7.50984e-05,7.50984e-05
7,21.4077,0.46372,0.73066,0.92135,0.99446,1,0.995,0.91185,0.46333,0.9001,0.85433,8.81376e-05,8.81376e-05,8.81376e-05
8,24.394,0.57028,0.68739,0.92156,0.99477,1,0.995,0.91394,0.43389,0.86336,0.83563,0.000100517,0.000100517,0.000100517
9,27.4058,0.52167,0.66861,0.96922,0.99483,1,0.995,0.92045,0.40227,0.82953,0.82339,0.000112236,0.000112236,0.000112236
10,30.4648,0.50513,0.64717,0.91612,0.99406,1,0.995,0.91085,0.42137,0.82027,0.82865,0.000123295,0.000123295,0.000123295
11,33.4503,0.48242,0.61223,0.92338,0.99348,1,0.995,0.92212,0.42713,0.82309,0.82907,0.000133693,0.000133693,0.000133693
12,36.6523,0.47745,0.61272,0.94839,0.99312,1,0.995,0.91628,0.43178,0.81478,0.83228,0.000143432,0.000143432,0.000143432
13,39.6582,0.55246,0.68311,0.95016,0.99315,1,0.995,0.90321,0.47457,0.8167,0.85926,0.00015251,0.00015251,0.00015251
14,42.6797,0.48833,0.71884,1.03121,0.99315,1,0.995,0.89049,0.4956,0.82581,0.8762,0.000160929,0.000160929,0.000160929
15,45.7554,0.60755,0.69602,0.94088,0.99307,1,0.995,0.88838,0.49633,0.82962,0.88072,0.000168687,0.000168687,0.000168687
16,48.8704,0.64467,0.80678,1.05391,0.99291,1,0.995,0.88132,0.53203,0.83413,0.90156,0.000175785,0.000175785,0.000175785
17,51.9026,0.57736,0.6475,0.95249,0.99198,1,0.995,0.87859,0.56959,0.84824,0.91478,0.000182223,0.000182223,0.000182223
18,54.8777,0.71228,0.70212,1.01004,0.99198,1,0.995,0.87859,0.56959,0.84824,0.91478,0.000188001,0.000188001,0.000188001
19,58.0441,0.59377,0.73017,0.99761,0.99157,1,0.995,0.85224,0.59367,0.85583,0.92382,0.000193119,0.000193119,0.000193119
20,61.0734,0.6576,0.69676,1.0158,0.99157,1,0.995,0.85224,0.59367,0.85583,0.92382,0.000197576,0.000197576,0.000197576
21,64.0669,0.64714,0.66032,1.02664,0.99108,1,0.995,0.86254,0.57436,0.86767,0.90735,0.000201374,0.000201374,0.000201374
22,67.1452,0.56873,0.72279,0.98406,0.99108,1,0.995,0.86254,0.57436,0.86767,0.90735,0.000204511,0.000204511,0.000204511
23,70.1369,0.62993,0.67374,0.96223,0.99061,1,0.995,0.87996,0.54409,0.8585,0.89058,0.000206988,0.000206988,0.000206988
24,73.1736,0.5056,0.68578,0.92668,0.99061,1,0.995,0.87996,0.54409,0.8585,0.89058,0.000208805,0.000208805,0.000208805
25,76.1822,0.50622,0.62162,0.9273,0.99168,1,0.995,0.88345,0.53726,0.82567,0.89588,0.000209962,0.000209962,0.000209962
26,79.1678,0.70164,0.70815,1.09553,0.99168,1,0.995,0.88345,0.53726,0.82567,0.89588,0.000210459,0.000210459,0.000210459
27,82.2035,0.62278,0.67001,1.03621,0.99289,1,0.995,0.90266,0.4764,0.79211,0.85787,0.000210295,0.000210295,0.000210295
28,85.1499,0.64939,0.65536,0.99308,0.99289,1,0.995,0.90266,0.4764,0.79211,0.85787,0.000209472,0.000209472,0.000209472
29,88.1948,0.58079,0.70116,0.9686,0.99271,1,0.995,0.91717,0.41704,0.77206,0.81287,0.000207988,0.000207988,0.000207988
30,91.1673,0.63999,0.73466,1.04514,0.99271,1,0.995,0.91717,0.41704,0.77206,0.81287,0.000205844,0.000205844,0.000205844
31,94.1996,0.60254,0.71213,0.97598,0.99098,1,0.995,0.90752,0.43551,0.78753,0.81849,0.000203041,0.000203041,0.000203041
32,97.1992,0.55946,0.67116,0.91537,0.99098,1,0.995,0.90752,0.43551,0.78753,0.81849,0.000199577,0.000199577,0.000199577
33,100.188,0.67004,0.69296,1.02963,0.99048,1,0.995,0.88935,0.49644,0.80789,0.85416,0.000195452,0.000195452,0.000195452
34,103.228,0.69343,0.67829,1.05685,0.99048,1,0.995,0.88935,0.49644,0.80789,0.85416,0.000190668,0.000190668,0.000190668
35,106.209,0.49712,0.65411,0.94189,0.99222,1,0.995,0.88504,0.51989,0.83975,0.87548,0.000185224,0.000185224,0.000185224
36,109.224,0.6608,0.75463,0.95737,0.99222,1,0.995,0.88504,0.51989,0.83975,0.87548,0.000179119,0.000179119,0.000179119
37,112.24,0.59939,0.72068,0.98111,0.9938,1,0.995,0.88069,0.52351,0.86441,0.88685,0.000172354,0.000172354,0.000172354
38,115.218,0.63816,0.69111,0.98622,0.9938,1,0.995,0.88069,0.52351,0.86441,0.88685,0.00016493,0.00016493,0.00016493
39,118.225,0.52412,0.59634,0.95195,0.99465,1,0.995,0.88791,0.48151,0.87426,0.86196,0.000156845,0.000156845,0.000156845
40,121.201,0.61096,0.71419,0.99888,0.99465,1,0.995,0.88791,0.48151,0.87426,0.86196,0.0001481,0.0001481,0.0001481
41,124.232,0.47858,0.90768,0.85715,0.99288,1,0.995,0.89134,0.48982,0.89085,0.85674,0.000138694,0.000138694,0.000138694
42,127.159,0.5046,0.88025,0.88566,0.99288,1,0.995,0.89134,0.48982,0.89085,0.85674,0.000128629,0.000128629,0.000128629
43,130.207,0.50703,0.92152,0.94211,0.99252,1,0.995,0.89103,0.48592,0.9093,0.85728,0.000117904,0.000117904,0.000117904
44,133.176,0.52063,0.85376,0.94212,0.99252,1,0.995,0.89103,0.48592,0.9093,0.85728,0.000106518,0.000106518,0.000106518
45,136.112,0.504,0.86174,0.92404,0.99276,1,0.995,0.9008,0.47397,0.94869,0.86155,9.44722e-05,9.44722e-05,9.44722e-05
46,139.091,0.50634,0.90203,0.96274,0.99276,1,0.995,0.9008,0.47397,0.94869,0.86155,8.17663e-05,8.17663e-05,8.17663e-05
47,142.039,0.50566,0.85864,0.94086,0.99293,1,0.995,0.90056,0.46345,0.98478,0.85547,6.84003e-05,6.84003e-05,6.84003e-05
48,145.028,0.47707,0.87707,0.89632,0.99293,1,0.995,0.90056,0.46345,0.98478,0.85547,5.43742e-05,5.43742e-05,5.43742e-05
49,147.98,0.5501,0.88456,0.96818,0.99294,1,0.995,0.90606,0.45173,0.99042,0.84616,3.96879e-05,3.96879e-05,3.96879e-05
50,150.967,0.5956,0.92489,0.99053,0.99294,1,0.995,0.90606,0.45173,0.99042,0.84616,2.43415e-05,2.43415e-05,2.43415e-05
