epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.18497,0.47544,0.6661,0.94354,0.99288,1,0.995,0.90606,0.45023,0.9825,0.84541,0,0,0
2,6.31362,0.56284,0.82536,0.98563,0.99291,1,0.995,0.91214,0.41385,0.95914,0.82632,1.63399e-05,1.63399e-05,1.63399e-05
3,9.36804,0.48808,0.63473,0.92414,0.99263,1,0.995,0.92815,0.36916,0.9274,0.80666,3.20197e-05,3.20197e-05,3.20197e-05
4,12.3321,0.45149,0.66613,0.93184,0.99386,1,0.995,0.94603,0.357,0.874,0.803,4.70394e-05,4.70394e-05,4.70394e-05
5,15.3476,0.41066,0.61473,0.90639,0.99358,1,0.995,0.93014,0.38758,0.82476,0.81298,6.13989e-05,6.13989e-05,6.13989e-05
6,18.3361,0.40422,0.64329,0.90821,0.99338,1,0.995,0.9079,0.41589,0.77044,0.82596,7.50984e-05,7.50984e-05,7.50984e-05
7,21.4785,0.45268,0.64705,0.94026,0.99373,1,0.995,0.90476,0.44073,0.73334,0.8354,8.81376e-05,8.81376e-05,8.81376e-05
8,24.4878,0.51921,0.60734,0.90101,0.99471,1,0.995,0.89983,0.45451,0.71101,0.83691,0.000100517,0.000100517,0.000100517
9,27.4126,0.46434,0.59538,0.94203,0.9952,1,0.995,0.91318,0.44577,0.69595,0.82977,0.000112236,0.000112236,0.000112236
10,30.4057,0.44602,0.58523,0.88803,0.99482,1,0.995,0.91548,0.43617,0.67772,0.82783,0.000123295,0.000123295,0.000123295
11,33.3479,0.40183,0.5479,0.88313,0.99479,1,0.995,0.9256,0.40446,0.66886,0.81683,0.000133693,0.000133693,0.000133693
12,36.3509,0.39783,0.54521,0.9144,0.99464,1,0.995,0.94346,0.38046,0.68194,0.80956,0.000143432,0.000143432,0.000143432
13,39.3074,0.4353,0.61633,0.92502,0.99428,1,0.995,0.94583,0.37681,0.68292,0.80651,0.00015251,0.00015251,0.00015251
14,42.335,0.4244,0.63247,0.99078,0.99367,1,0.995,0.94325,0.38777,0.72013,0.80609,0.000160929,0.000160929,0.000160929
