epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.59666,0.72561,0.95964,1.06811,0.96525,0.93511,0.995,0.86525,0.58719,2.01274,0.95844,0,0,0
2,6.7765,0.78356,1.11728,1.15672,0.96511,0.96982,0.995,0.88172,0.57179,1.9474,0.95143,1.63399e-05,1.63399e-05,1.63399e-05
3,9.94743,0.7259,0.90559,1.03561,0.95522,1,0.995,0.87458,0.55999,1.84949,0.94838,3.20197e-05,3.20197e-05,3.20197e-05
4,12.9679,0.71978,0.97456,1.07255,0.96532,1,0.995,0.86615,0.59327,1.71337,0.96504,4.70394e-05,4.70394e-05,4.70394e-05
5,16.0329,0.67425,0.87541,1.01874,0.98069,1,0.995,0.84117,0.65991,1.6141,1.00645,6.13989e-05,6.13989e-05,6.13989e-05
6,19.3507,0.64389,0.90243,1.06608,0.99109,1,0.995,0.83079,0.69849,1.53246,1.02559,7.50984e-05,7.50984e-05,7.50984e-05
7,22.5323,0.67561,0.91004,1.05149,0.9869,1,0.995,0.85214,0.63761,1.45247,0.99173,8.81376e-05,8.81376e-05,8.81376e-05
8,25.4998,0.82322,0.94035,1.0679,0.98498,1,0.995,0.87323,0.59758,1.42422,0.96241,0.000100517,0.000100517,0.000100517
9,28.4173,0.75295,0.85279,1.08627,0.99015,1,0.995,0.90839,0.5301,1.45929,0.90289,0.000112236,0.000112236,0.000112236
10,31.5343,0.62149,0.81817,0.96208,0.98467,1,0.995,0.89422,0.53326,1.51137,0.8864,0.000123295,0.000123295,0.000123295
11,34.5075,0.58547,0.77633,0.98979,0.97916,1,0.995,0.88354,0.5744,1.54554,0.9024,0.000133693,0.000133693,0.000133693
12,37.4532,0.65155,0.78811,1.0072,0.98443,1,0.995,0.88805,0.57632,1.56328,0.90829,0.000143432,0.000143432,0.000143432
13,40.3794,0.79312,0.89739,1.09913,0.9817,1,0.995,0.89315,0.52609,1.53051,0.87548,0.00015251,0.00015251,0.00015251
14,43.2956,0.54075,0.84757,1.03235,0.97746,1,0.995,0.88405,0.51542,1.45772,0.86255,0.000160929,0.000160929,0.000160929
15,46.2193,0.73141,0.93011,1.03858,0.97112,1,0.995,0.88179,0.57316,1.39006,0.89348,0.000168687,0.000168687,0.000168687
16,49.1459,0.76409,1.05641,1.14197,0.96958,1,0.995,0.85832,0.60015,1.33207,0.91099,0.000175785,0.000175785,0.000175785
17,52.1208,0.68583,0.83673,1.01942,0.97051,1,0.995,0.87244,0.5641,1.31731,0.89929,0.000182223,0.000182223,0.000182223
18,55.03,0.71203,0.79763,1.02104,0.97051,1,0.995,0.87244,0.5641,1.31731,0.89929,0.000188001,0.000188001,0.000188001
19,57.9914,0.75121,0.86344,1.0652,0.97573,1,0.995,0.86911,0.58051,1.30007,0.92383,0.000193119,0.000193119,0.000193119
20,60.917,0.6785,0.83888,1.04209,0.97573,1,0.995,0.86911,0.58051,1.30007,0.92383,0.000197576,0.000197576,0.000197576
21,63.8615,0.72037,0.77123,1.10557,0.98229,1,0.995,0.87842,0.58048,1.31631,0.92773,0.000201374,0.000201374,0.000201374
22,66.7817,0.70599,0.81131,1.09888,0.98229,1,0.995,0.87842,0.58048,1.31631,0.92773,0.000204511,0.000204511,0.000204511
23,69.7211,0.60903,0.74008,0.94934,0.98892,1,0.995,0.87894,0.54893,1.33099,0.90211,0.000206988,0.000206988,0.000206988
24,72.6424,0.62026,0.79428,0.99646,0.98892,1,0.995,0.87894,0.54893,1.33099,0.90211,0.000208805,0.000208805,0.000208805
25,75.5999,0.59615,0.7668,0.96,0.98349,1,0.995,0.87405,0.52088,1.37973,0.8718,0.000209962,0.000209962,0.000209962
26,78.5089,0.75931,0.78481,1.1339,0.98349,1,0.995,0.87405,0.52088,1.37973,0.8718,0.000210459,0.000210459,0.000210459
27,81.4374,0.68573,0.73928,1.06661,0.978,1,0.995,0.89137,0.50631,1.41723,0.86126,0.000210295,0.000210295,0.000210295
28,84.3524,0.64528,0.78247,1.01659,0.978,1,0.995,0.89137,0.50631,1.41723,0.86126,0.000209472,0.000209472,0.000209472
29,87.291,0.61106,0.79674,0.96944,0.9773,1,0.995,0.90142,0.50588,1.41441,0.86329,0.000207988,0.000207988,0.000207988
30,90.2076,0.72408,0.81809,1.05114,0.9773,1,0.995,0.90142,0.50588,1.41441,0.86329,0.000205844,0.000205844,0.000205844
31,93.1466,0.68743,0.82199,1.01615,0.98013,1,0.995,0.88674,0.49615,1.38513,0.86396,0.000203041,0.000203041,0.000203041
32,96.0679,0.61333,0.75987,0.93698,0.98013,1,0.995,0.88674,0.49615,1.38513,0.86396,0.000199577,0.000199577,0.000199577
33,99.0056,0.60967,0.73885,0.99663,0.98256,1,0.995,0.89517,0.49561,1.35325,0.86903,0.000195452,0.000195452,0.000195452
34,101.918,0.67586,0.74725,1.03502,0.98256,1,0.995,0.89517,0.49561,1.35325,0.86903,0.000190668,0.000190668,0.000190668
35,104.87,0.56154,0.82382,0.99172,0.98483,1,0.995,0.90813,0.48574,1.34472,0.8727,0.000185224,0.000185224,0.000185224
36,107.797,0.71463,0.82678,0.96853,0.98483,1,0.995,0.90813,0.48574,1.34472,0.8727,0.000179119,0.000179119,0.000179119
37,110.769,0.65394,0.8387,1.02929,0.98911,1,0.995,0.89674,0.48161,1.34032,0.87364,0.000172354,0.000172354,0.000172354
38,113.68,0.66971,0.77131,0.98641,0.98911,1,0.995,0.89674,0.48161,1.34032,0.87364,0.00016493,0.00016493,0.00016493
39,116.626,0.53478,0.66001,0.95787,0.99226,1,0.995,0.89184,0.49037,1.30945,0.8753,0.000156845,0.000156845,0.000156845
40,119.543,0.61723,0.77782,1.00426,0.99226,1,0.995,0.89184,0.49037,1.30945,0.8753,0.0001481,0.0001481,0.0001481
