epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,92.5143,0.85462,1.09265,1.12121,1,0.20563,0.995,0.79415,0.75549,2.42438,1.05227,0.000207988,0.000207988,0.000207988
30,96.0802,0.85103,1.0709,1.16781,1,0.20563,0.995,0.79415,0.75549,2.42438,1.05227,0.000205844,0.000205844,0.000205844
31,99.6878,0.88253,1.13209,1.18262,1,0.1395,0.995,0.7722,0.77101,2.43779,1.05764,0.000203041,0.000203041,0.000203041
32,103.113,0.76024,1.04285,1.02977,1,0.1395,0.995,0.7722,0.77101,2.43779,1.05764,0.000199577,0.000199577,0.000199577
33,106.525,0.70897,0.94538,1.06408,1,0.3817,0.995,0.76424,0.83126,2.396,1.09723,0.000195452,0.000195452,0.000195452
34,109.924,0.79045,0.94305,1.11125,1,0.3817,0.995,0.76424,0.83126,2.396,1.09723,0.000190668,0.000190668,0.000190668
35,113.378,0.76465,1.00513,1.14685,1,0.7177,0.995,0.79702,0.75034,2.30155,1.03838,0.000185224,0.000185224,0.000185224
36,116.795,0.86175,1.06582,1.06426,1,0.7177,0.995,0.79702,0.75034,2.30155,1.03838,0.000179119,0.000179119,0.000179119
37,120.184,0.80046,1.06411,1.12527,0.99031,1,0.995,0.82587,0.67244,2.20083,0.98984,0.000172354,0.000172354,0.000172354
38,123.592,0.7755,0.93137,1.05185,0.99031,1,0.995,0.82587,0.67244,2.20083,0.98984,0.00016493,0.00016493,0.00016493
39,126.989,0.66821,0.81704,1.02199,0.97571,1,0.995,0.83928,0.65965,2.11238,0.9876,0.000156845,0.000156845,0.000156845
40,130.669,0.76957,0.9411,1.09405,0.97571,1,0.995,0.83928,0.65965,2.11238,0.9876,0.0001481,0.0001481,0.0001481
41,134.071,0.59401,1.21689,0.95495,0.97551,1,0.995,0.83309,0.66619,2.0854,0.99703,0.000138694,0.000138694,0.000138694
42,137.341,0.58688,1.19689,0.93577,0.97551,1,0.995,0.83309,0.66619,2.0854,0.99703,0.000128629,0.000128629,0.000128629
43,140.779,0.66289,1.22118,1.01239,0.97347,0.91088,0.995,0.83682,0.6492,2.10085,0.98955,0.000117904,0.000117904,0.000117904
44,143.994,0.64614,1.15479,1.0319,0.97347,0.91088,0.995,0.83682,0.6492,2.10085,0.98955,0.000106518,0.000106518,0.000106518
45,147.076,0.59874,1.2083,0.9965,0.96947,0.81973,0.995,0.84396,0.606,2.10601,0.96581,9.44722e-05,9.44722e-05,9.44722e-05
46,150.261,0.63076,1.18131,1.04996,0.96947,0.81973,0.995,0.84396,0.606,2.10601,0.96581,8.17663e-05,8.17663e-05,8.17663e-05
47,153.369,0.65908,1.20622,1.06702,0.96683,0.90698,0.995,0.85989,0.58563,2.08726,0.95802,6.84003e-05,6.84003e-05,6.84003e-05
48,156.36,0.60875,1.15124,0.98886,0.96683,0.90698,0.995,0.85989,0.58563,2.08726,0.95802,5.43742e-05,5.43742e-05,5.43742e-05
49,159.387,0.60974,1.13998,1.0265,0.96541,0.93199,0.995,0.86596,0.58478,2.03647,0.95804,3.96879e-05,3.96879e-05,3.96879e-05
50,162.478,0.63317,1.19318,1.06176,0.96541,0.93199,0.995,0.86596,0.58478,2.03647,0.95804,2.43415e-05,2.43415e-05,2.43415e-05
