epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.6226,0.5198,0.69618,0.95827,0.99364,1,0.995,0.93682,0.42368,0.79155,0.82696,0,0,0
2,28.047,0.65275,0.74404,1.00261,0.99421,1,0.995,0.92739,0.42594,0.76462,0.82629,1.63399e-05,1.63399e-05,1.63399e-05
3,38.5657,0.50902,0.61923,0.95652,0.99503,1,0.995,0.94399,0.41943,0.71437,0.82267,3.20197e-05,3.20197e-05,3.20197e-05
4,49.2741,0.56317,0.65523,0.9536,0.99496,1,0.995,0.944,0.41363,0.65896,0.81971,4.70394e-05,4.70394e-05,4.70394e-05
5,60.1513,0.58546,0.66298,0.98037,0.99415,1,0.995,0.93681,0.41028,0.62866,0.81907,6.13989e-05,6.13989e-05,6.13989e-05
6,71.0121,0.48135,0.58693,0.92942,0.9937,1,0.995,0.92612,0.4193,0.61273,0.82417,7.50984e-05,7.50984e-05,7.50984e-05
7,81.9276,0.48549,0.60136,0.93034,0.99383,1,0.995,0.93115,0.41194,0.60448,0.81844,8.81376e-05,8.81376e-05,8.81376e-05
8,92.5246,0.6367,0.74833,1.06388,0.99411,1,0.995,0.94738,0.40947,0.59522,0.8176,0.000100517,0.000100517,0.000100517
9,102.907,0.5777,0.5993,0.94512,0.99458,1,0.995,0.9535,0.39452,0.59801,0.8111,0.000112236,0.000112236,0.000112236
10,114.692,0.62651,0.63243,0.97133,0.99469,1,0.995,0.94493,0.38344,0.60598,0.80948,0.000123295,0.000123295,0.000123295
11,125.619,0.50719,0.54484,0.93687,0.99515,1,0.995,0.94452,0.37267,0.60726,0.80668,0.000133693,0.000133693,0.000133693
12,136.903,0.59336,0.62305,1.00652,0.99542,1,0.995,0.94769,0.37206,0.61354,0.80962,0.000143432,0.000143432,0.000143432
13,148.088,0.4525,0.52048,0.8863,0.99517,1,0.995,0.94538,0.38653,0.61559,0.81604,0.00015251,0.00015251,0.00015251
14,158.792,0.52281,0.59889,0.96125,0.99499,1,0.995,0.94868,0.38346,0.60028,0.81141,0.000160929,0.000160929,0.000160929
15,169.839,0.63544,0.70844,1.08693,0.99494,1,0.995,0.95112,0.35916,0.60428,0.80152,0.000168687,0.000168687,0.000168687
16,181.173,0.52762,0.59476,0.94357,0.99511,1,0.995,0.92634,0.36063,0.60336,0.80862,0.000175785,0.000175785,0.000175785
17,192.124,0.61755,0.62773,0.98858,0.99509,1,0.995,0.93875,0.35699,0.5924,0.8038,0.000182223,0.000182223,0.000182223
18,202.821,0.63822,0.68025,1.02335,0.99509,1,0.995,0.93875,0.35699,0.5924,0.8038,0.000188001,0.000188001,0.000188001
19,214.24,0.51809,0.70837,0.94394,0.99522,1,0.995,0.94411,0.34731,0.58965,0.79445,0.000193119,0.000193119,0.000193119
20,225.111,0.56926,0.59003,0.98274,0.99522,1,0.995,0.94411,0.34731,0.58965,0.79445,0.000197576,0.000197576,0.000197576
21,236.478,0.66248,0.69873,1.08189,0.99532,1,0.995,0.96346,0.32233,0.60112,0.78127,0.000201374,0.000201374,0.000201374
22,247.325,0.59996,0.69589,0.95705,0.99532,1,0.995,0.96346,0.32233,0.60112,0.78127,0.000204511,0.000204511,0.000204511
